Company,Country,Fossil Free Funds: Coal screen,Fossil Free Funds: Oil / gas screen,Fossil Free Funds: Macroclimate30 coal-fired utility screen,Fossil Free Funds: Fossil-fired utility screen,Fossil Free Funds: Clean200 screen,Deforestation Free Funds: Producer screen,Deforestation Free Funds: Financier screen,Deforestation Free Funds: Consumer brand screen,Deforestation Free Funds: Palm oil producer screen,Deforestation Free Funds: Palm oil consumer brand screen,Deforestation Free Funds: Paper / pulp producer screen,Deforestation Free Funds: Paper / pulp consumer brand screen,Deforestation Free Funds: Rubber producer screen,Deforestation Free Funds: Rubber consumer brand screen,Deforestation Free Funds: Timber producer screen,Deforestation Free Funds: Timber consumer brand screen,Deforestation Free Funds: Cattle producer screen,Deforestation Free Funds: Cattle consumer brand screen,Deforestation Free Funds: Soy producer screen,Deforestation Free Funds: Soy consumer brand screen,Weapons Free Funds: Major military contractor screen,Weapons Free Funds: Cluster munitions / landmines screen,Weapons Free Funds: Nuclear weapons screen,Gun Free Funds: Gun manufacturers screen,Gun Free Funds: Gun retailers screen,Tobacco Free Funds: Tobacco producers screen,Tobacco Free Funds: Tobacco-promoting entertainment companies screen,Gender Equality Funds: Has Equileap gender equality score,CreatedDate,Prison Free Funds: Prison industry screen,Prison Free Funds: Border industry screen,Prison Free Funds: Higher risk screen,Prison Free Funds: Private prison operators screen,Fossil Free Funds: Fossil fuel finance screen,Fossil Free Funds: Fossil fuel finance risk score,Fossil Free Funds: Fossil fuel insurance screen,Fossil Free Funds: Fossil fuel insurance risk score,Ticker,Stock_Price,ESGScore
Transportadora de Gas del Sur SA,Argentina,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/9/2022,N,N,N,N,N,0,N,0, TGS,4.78000021,0.396825397
YPF SA,Argentina,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,2/9/2022,N,N,N,N,N,0,N,0,YPF,4.190000057,1.19047619
Central Puerto SA,Argentina,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/16/2022,N,N,N,N,N,0,N,0, CEPU,3.670000076,0.396825397
Cresud SACIF y A,Argentina,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,2/16/2022,N,N,N,N,N,0,N,0, CRESY,5.849999905,1.19047619
Pampa Energia SA,Argentina,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/16/2022,N,N,N,N,N,0,N,0, PAM,20.54999924,0.793650794
Transportadora de Gas del Sur SA,Argentina,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/16/2022,N,N,N,N,N,0,N,0, TGS,5.329999924,0.396825397
YPF SA,Argentina,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,2/16/2022,N,N,N,N,N,0,N,0,YPF,4.449999809,1.19047619
Central Puerto SA,Argentina,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/16/2022,N,N,N,N,N,0,N,0, CEPU,3.970000029,0.396825397
Cresud SACIF y A,Argentina,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,3/16/2022,N,N,N,N,N,0,N,0, CRESY,7.389999866,1.19047619
Pampa Energia SA,Argentina,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/16/2022,N,N,N,N,N,0,N,0, PAM,21.81999969,0.793650794
Transportadora de Gas del Sur SA,Argentina,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/16/2022,N,N,N,N,N,0,N,0, TGS,6.03000021,0.396825397
YPF SA,Argentina,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,3/16/2022,N,N,N,N,N,0,N,0,YPF,4.480000019,1.19047619
Central Puerto SA,Argentina,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/11/2022,N,N,N,N,N,0,N,0, CEPU,4.260000229,0.396825397
Cresud SACIF y A,Argentina,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,4/11/2022,N,N,N,N,N,0,N,0, CRESY,8.680000305,1.19047619
Pampa Energia SA,Argentina,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/11/2022,N,N,N,N,N,0,N,0, PAM,24.14999962,0.793650794
Transportadora de Gas del Sur SA,Argentina,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/11/2022,N,N,N,N,N,0,N,0, TGS,7.300000191,0.396825397
YPF SA,Argentina,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,4/11/2022,N,N,N,N,N,0,N,0,YPF,5.130000114,1.19047619
Central Puerto SA,Argentina,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/11/2022,N,N,N,N,N,0,N,0, CEPU,3.539999962,0.396825397
Cresud SACIF y A,Argentina,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,5/11/2022,N,N,N,N,N,0,N,0, CRESY,6.590000153,1.19047619
Pampa Energia SA,Argentina,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/11/2022,N,N,N,N,N,0,N,0, PAM,21.28000069,0.793650794
Transportadora de Gas del Sur SA,Argentina,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/11/2022,N,N,N,N,N,0,N,0, TGS,6.179999828,0.396825397
YPF SA,Argentina,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,5/11/2022,N,N,N,N,N,0,N,0,YPF,4.159999847,1.19047619
Central Puerto SA,Argentina,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/14/2022,N,N,N,N,N,0,N,0, CEPU,3.170000076,0.396825397
Cresud SACIF y A,Argentina,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,6/14/2022,N,N,N,N,N,0,N,0, CRESY,5.480000019,1.19047619
Pampa Energia SA,Argentina,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/14/2022,N,N,N,N,N,0,N,0, PAM,20.60000038,0.793650794
Transportadora de Gas del Sur SA,Argentina,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/14/2022,N,N,N,N,N,0,N,0, TGS,5.739999771,0.396825397
YPF SA,Argentina,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,6/14/2022,N,N,N,N,N,0,N,0,YPF,3.960000038,1.19047619
Central Puerto SA,Argentina,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/15/2022,N,N,N,N,N,0,N,0, CEPU,3.210000038,0.396825397
Cresud SACIF y A,Argentina,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,7/15/2022,N,N,N,N,N,0,N,0, CRESY,4.429999828,1.19047619
Pampa Energia SA,Argentina,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/15/2022,N,N,N,N,N,0,N,0, PAM,21.10000038,0.793650794
Transportadora de Gas del Sur SA,Argentina,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/15/2022,N,N,N,N,N,0,N,0, TGS,4.860000134,0.396825397
YPF SA,Argentina,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,7/15/2022,N,N,N,N,N,0,N,0,YPF,3.079999924,1.19047619
Central Puerto SA,Argentina,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8/8/2022,N,N,N,N,N,0,N,0, CEPU,4.070000172,0.396825397
Cresud SACIF y A,Argentina,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,8/8/2022,N,N,N,N,N,0,N,0, CRESY,6.369999886,1.19047619
Pampa Energia SA,Argentina,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8/8/2022,N,N,N,N,N,0,N,0, PAM,24.98999977,0.793650794
Transportadora de Gas del Sur SA,Argentina,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8/8/2022,N,N,N,N,N,0,N,0, TGS,6.349999905,0.396825397
YPF SA,Argentina,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,8/8/2022,N,N,N,N,N,0,N,0,YPF,4.03000021,1.19047619
Central Puerto SA,Argentina,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,9/14/2022,N,N,N,N,N,0,N,0, CEPU,5.09800005,0.396825397
Cresud SACIF y A,Argentina,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,9/14/2022,N,N,N,N,N,0,N,0, CRESY,6.380000114,1.19047619
Pampa Energia SA,Argentina,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,9/14/2022,N,N,N,N,N,0,N,0, PAM,26.86000061,0.793650794
Transportadora de Gas del Sur SA,Argentina,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,9/14/2022,N,N,N,N,N,0,N,0, TGS,8.289999962,0.396825397
YPF SA,Argentina,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,9/14/2022,N,N,N,N,N,0,N,0,YPF,7.369999886,1.19047619
Central Puerto SA,Argentina,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,10/19/2022,N,N,N,N,N,0,N,0, CEPU,4.300000191,0.396825397
Cresud SACIF y A,Argentina,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,10/19/2022,N,N,N,N,N,0,N,0, CRESY,5.340000153,1.19047619
Pampa Energia SA,Argentina,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,10/19/2022,N,N,N,N,N,0,N,0, PAM,23.32999992,0.793650794
Transportadora de Gas del Sur SA,Argentina,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,10/19/2022,N,N,N,N,N,0,N,0, TGS,7.869999886,0.396825397
YPF SA,Argentina,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,10/19/2022,N,N,N,N,N,0,N,0,YPF,7.190000057,1.19047619
Central Puerto SA,Argentina,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,11/9/2022,N,N,N,N,N,0,N,0, CEPU,4.800000191,0.396825397
Cresud SACIF y A,Argentina,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,11/9/2022,N,N,N,N,N,0,N,0, CRESY,5.699999809,1.19047619
Pampa Energia SA,Argentina,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,11/9/2022,N,N,N,N,N,0,N,0, PAM,26.44000053,0.793650794
Transportadora de Gas del Sur SA,Argentina,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,11/9/2022,N,N,N,N,N,0,N,0, TGS,8.720000267,0.396825397
YPF SA,Argentina,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,11/9/2022,N,N,N,N,N,0,N,0,YPF,7.75,1.19047619
Central Puerto SA,Argentina,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,12/16/2022,N,N,N,N,N,0,N,0, CEPU,5.379000187,0.396825397
Cresud SACIF y A,Argentina,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,12/16/2022,N,N,N,N,N,0,N,0, CRESY,6.059999943,1.19047619
Pampa Energia SA,Argentina,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,12/16/2022,N,N,N,N,N,0,N,0, PAM,26.15999985,0.793650794
Transportadora de Gas del Sur SA,Argentina,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,12/16/2022,N,N,N,N,N,0,N,0, TGS,9.180000305,0.396825397
YPF SA,Argentina,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,12/16/2022,N,N,N,N,N,0,N,0,YPF,7.489999771,1.19047619
Central Puerto SA,Argentina,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1/27/2023,N,N,N,N,N,0,N,0, CEPU,6.659999847,0.396825397
Cresud SACIF y A,Argentina,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,1/27/2023,N,N,N,N,N,0,N,0, CRESY,7.460000038,1.19047619
Pampa Energia SA,Argentina,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1/27/2023,N,N,N,N,N,0,N,0, PAM,34.74000168,0.793650794
Transportadora de Gas del Sur SA,Argentina,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1/27/2023,N,N,N,N,N,0,N,0, TGS,11.43000031,0.396825397
YPF SA,Argentina,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,1/27/2023,N,N,N,N,N,0,N,0,YPF,12.10000038,1.19047619
Central Puerto SA,Argentina,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/8/2023,N,N,N,N,N,0,N,0, CEPU,6.255000114,0.396825397
Cresud SACIF y A,Argentina,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,2/8/2023,N,N,N,N,N,0,N,0, CRESY,6.630000114,1.19047619
Pampa Energia SA,Argentina,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/8/2023,N,N,N,N,N,0,N,0, PAM,33.70999908,0.793650794
Transportadora de Gas del Sur SA,Argentina,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/8/2023,N,N,N,N,N,0,N,0, TGS,11.43000031,0.396825397
YPF SA,Argentina,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,2/8/2023,N,N,N,N,N,0,N,0,YPF,11.93000031,1.19047619
Central Puerto SA,Argentina,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/24/2023,N,N,N,N,N,0,N,0, CEPU,6.25,0.396825397
Cresud SACIF y A,Argentina,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,2/24/2023,N,N,N,N,N,0,N,0, CRESY,7.460000038,1.19047619
Pampa Energia SA,Argentina,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/24/2023,N,N,N,N,N,0,N,0, PAM,33.13000107,0.793650794
Transportadora de Gas del Sur SA,Argentina,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/24/2023,N,N,N,N,N,0,N,0, TGS,11.5,0.396825397
YPF SA,Argentina,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,2/24/2023,N,N,N,N,N,0,N,0,YPF,11.90999985,1.19047619
Central Puerto SA,Argentina,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/9/2023,N,N,N,N,N,0,N,0, CEPU,6.263999939,0.396825397
Cresud SACIF y A,Argentina,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,3/9/2023,N,N,N,N,N,0,N,0, CRESY,7.690000057,1.19047619
Pampa Energia SA,Argentina,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/9/2023,N,N,N,N,N,0,N,0, PAM,33.22999954,0.793650794
Transportadora de Gas del Sur SA,Argentina,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/9/2023,N,N,N,N,N,0,N,0, TGS,10.90999985,0.396825397
YPF SA,Argentina,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,3/9/2023,N,N,N,N,N,0,N,0,YPF,12.35999966,1.19047619
Shahjibazar Power Co Ltd,Bangladesh,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/14/2020,N,N,N,N,N,0,N,0,SPCL,70.58820343,0.396825397
Shahjibazar Power Co Ltd,Bangladesh,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/19/2020,N,N,N,N,N,0,N,0,SPCL,70.58820343,0.396825397
Shahjibazar Power Co Ltd,Bangladesh,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/10/2020,N,N,N,N,N,0,N,0,SPCL,71.86270142,0.396825397
Shahjibazar Power Co Ltd,Bangladesh,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/16/2020,N,N,N,N,N,0,N,0,SPCL,70.58820343,0.396825397
Shahjibazar Power Co Ltd,Bangladesh,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8/11/2020,N,N,N,N,N,0,N,0,SPCL,76.66670227,0.396825397
Shahjibazar Power Co Ltd,Bangladesh,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,9/28/2020,N,N,N,N,N,0,N,0,SPCL,74.31369781,0.396825397
Shahjibazar Power Co Ltd,Bangladesh,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,11/11/2020,N,N,N,N,N,0,N,0,SPCL,70.78430176,0.396825397
Shahjibazar Power Co Ltd,Bangladesh,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1/21/2021,N,N,N,N,N,0,N,0,SPCL,81.59999847,0.396825397
Shahjibazar Power Co Ltd,Bangladesh,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/3/2021,N,N,N,N,N,0,N,0,SPCL,74.30000305,0.396825397
Shahjibazar Power Co Ltd,Bangladesh,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/1/2021,N,N,N,N,N,0,N,0,SPCL,73,0.396825397
3SBio Inc,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, TRSBF,1.429999948,0.396825397
AAC Technologies Holdings Inc,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, AACAF,4.960000038,0.396825397
AAG Energy Holdings Ltd,Cayman Islands,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/14/2020,N,N,N,N,N,0,N,0, AAGEF,0.167999998,0.396825397
Alibaba Group Holding Ltd,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, BABA,207.9700012,0.396825397
ANTA Sports Products Ltd,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, ANPDF,7.5,0.396825397
Anton Oilfield Services Group,Cayman Islands,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/14/2020,N,N,N,N,N,0,N,0, ATONF,0.0836,0.396825397
ASM Pacific Technology Ltd,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, ASMVF,14.5,0.396825397
Autohome Inc,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, ATHM,73.58999634,0.396825397
Baidu Inc,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, BIDU,103.1100006,0.396825397
BeiGene Ltd,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, BGNE,158.6399994,0.396825397
Brooge Holdings Ltd,Cayman Islands,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/14/2020,N,N,N,N,N,0,N,0,BROG,11.69999981,0.396825397
Caribbean Utilities Co Ltd,Cayman Islands,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/14/2020,N,N,N,N,N,0,N,0, CUPUF,13.75,0.396825397
China Evergrande Group,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, EGRNF,1.730000019,0.396825397
China Literature Ltd,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, CHLLF,3.900000095,0.396825397
China Medical System Holdings Ltd,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, CHSYF,1.25999999,0.396825397
China Mengniu Dairy Co Ltd,Cayman Islands,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, CIADF,3.690000057,1.984126984
China Resources Cement Holdings Ltd,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, CARCY,36.75500107,0.396825397
China Resources Land Ltd,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, CRBJF,4.050000191,0.396825397
China Shanshui Cement Group Ltd,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, CCGLF,0.349999994,0.396825397
China State Construction International Holdings Ltd,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, CCOHF,0.800000012,0.396825397
Chow Tai Fook Jewellery Group Ltd,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, CJEWF,0.795000017,0.396825397
CIMC Enric Holdings Ltd,Cayman Islands,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/14/2020,N,N,N,N,N,0,N,0, CIMEF,0.649999976,0.396825397
CK Asset Holdings Ltd,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, CHKGF,6.321000099,0.396825397
CK Hutchison Holdings Ltd,Cayman Islands,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, CKHUF,7.489999771,2.380952381
Country Garden Holdings Co Ltd,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, CTRYF,1.230000019,0.396825397
Endeavour Mining Corp,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, EDV,168.1000061,0.396825397
ENN Energy Holdings Ltd,Cayman Islands,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, XNGSF,10,0.793650794
FIH Mobile Ltd,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4/14/2020,N,N,N,N,N,0,N,0, FXCNF,0.119999997,0.396825397
