Company,Country,CreatedDate,Ticker,Quantity,Stock_Price,Invested_Value,ESGScore
Power Finance Corp Ltd,India,9/2/2021, PFC,10000,30.42000008,304200.0008,0.396825397
Reliance Industries Ltd,India,9/2/2021, RLI,10000,109.5699997,1095699.997,0.396825397
Reliance Infrastructure Ltd,India,9/2/2021, RELFF,10000,2.978250027,29782.50027,0.793650794
Tata Steel Ltd,India,9/2/2021, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,9/9/2021, BDL,10000,24.05999947,240599.9947,0.793650794
Bhartiya International Ltd,India,9/9/2021, BIL,10000,91.45999908,914599.9908,1.19047619
GAIL (India) Ltd,India,9/9/2021, GAIA,10000,10.86999989,108699.9989,0.396825397
Hindalco Industries Ltd,India,9/9/2021, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,9/9/2021, HAL,10000,19.80999947,198099.9947,0.396825397
ITC Ltd,India,9/9/2021, ITC,10000,45.20000076,452000.0076,0.396825397
Larsen & Toubro Ltd,India,9/9/2021, LTOUF,10000,21.75,217500,0.793650794
Oil India Ltd,India,9/9/2021, OIL,10000,21.10000038,211000.0038,0.396825397
Power Finance Corp Ltd,India,9/9/2021, PFC,10000,30.03000069,300300.0069,0.396825397
Reliance Industries Ltd,India,9/9/2021, RLI,10000,107.5100021,1075100.021,0.396825397
Reliance Infrastructure Ltd,India,9/9/2021, RELFF,10000,2.978250027,29782.50027,0.793650794
Tata Steel Ltd,India,9/9/2021, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,10/19/2021, BDL,10000,27.77000046,277700.0046,0.793650794
Bhartiya International Ltd,India,10/19/2021, BIL,10000,91.44999695,914499.9695,1.19047619
GAIL (India) Ltd,India,10/19/2021, GAIA,10000,10.06000042,100600.0042,0.396825397
Hindalco Industries Ltd,India,10/19/2021, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,10/19/2021, HAL,10000,26.63999939,266399.9939,0.396825397
ITC Ltd,India,10/19/2021, ITC,10000,36.79999924,367999.9924,0.396825397
Larsen & Toubro Ltd,India,10/19/2021, LTOUF,10000,24.20000076,242000.0076,0.793650794
Oil India Ltd,India,10/19/2021, OIL,10000,25.05999947,250599.9947,0.396825397
Power Finance Corp Ltd,India,10/19/2021, PFC,10000,31.87000084,318700.0084,0.396825397
Reliance Industries Ltd,India,10/19/2021, RLI,10000,111.9100037,1119100.037,0.396825397
Reliance Infrastructure Ltd,India,10/19/2021, RELFF,10000,4.005000114,40050.00114,0.793650794
Tata Steel Ltd,India,10/19/2021, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,10/29/2021, BDL,10000,29.25,292500,0.793650794
Bhartiya International Ltd,India,10/29/2021, BIL,10000,91.44999695,914499.9695,1.19047619
GAIL (India) Ltd,India,10/29/2021, GAIA,10000,9.970000267,99700.00267,0.396825397
Hindalco Industries Ltd,India,10/29/2021, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,10/29/2021, HAL,10000,25.57999992,255799.9992,0.396825397
ITC Ltd,India,10/29/2021, ITC,10000,3,30000,0.396825397
Larsen & Toubro Ltd,India,10/29/2021, LTOUF,10000,24.29999924,242999.9924,0.793650794
Oil India Ltd,India,10/29/2021, OIL,10000,24.62999916,246299.9916,0.396825397
Power Finance Corp Ltd,India,10/29/2021, PFC,10000,34,340000,0.793650794
Reliance Industries Ltd,India,10/29/2021, RLI,10000,108.4800034,1084800.034,0.396825397
Reliance Infrastructure Ltd,India,10/29/2021, RELFF,10000,3.470000029,34700.00029,0.793650794
Tata Steel Ltd,India,10/29/2021, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,12/14/2021, BDL,10000,33.20999908,332099.9908,0.793650794
Bhartiya International Ltd,India,12/14/2021, BIL,10000,91.44000244,914400.0244,1.19047619
GAIL (India) Ltd,India,12/14/2021, GAIA,10000,8.300000191,83000.00191,0.793650794
Hindalco Industries Ltd,India,12/14/2021, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,12/14/2021, HAL,10000,23.10000038,231000.0038,0.396825397
ITC Ltd,India,12/14/2021, ITC,10000,3.059999943,30599.99943,0.396825397
Larsen & Toubro Ltd,India,12/14/2021, LTOUF,10000,23.78000069,237800.0069,0.793650794
Oil India Ltd,India,12/14/2021, OIL,10000,21.98999977,219899.9977,0.396825397
Power Finance Corp Ltd,India,12/14/2021, PFC,10000,30.72999954,307299.9954,0.793650794
Reliance Industries Ltd,India,12/14/2021, RLI,10000,113.3700027,1133700.027,0.396825397
Reliance Infrastructure Ltd,India,12/14/2021, RELFF,10000,3.470000029,34700.00029,0.793650794
Tata Steel Ltd,India,12/14/2021, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,1/25/2022, BDL,10000,30.22999954,302299.9954,0.793650794
Bhartiya International Ltd,India,1/25/2022, BIL,10000,91.43000031,914300.0031,1.19047619
GAIL (India) Ltd,India,1/25/2022, GAIA,10000,7.420000076,74200.00076,0.793650794
Hindalco Industries Ltd,India,1/25/2022, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,1/25/2022, HAL,10000,31.10000038,311000.0038,0.396825397
ITC Ltd,India,1/25/2022, ITC,10000,2.859999895,28599.99895,0.396825397
Larsen & Toubro Ltd,India,1/25/2022, LTOUF,10000,28.03000069,280300.0069,0.793650794
Oil India Ltd,India,1/25/2022, OIL,10000,26.36000061,263600.0061,0.396825397
Power Finance Corp Ltd,India,1/25/2022, PFC,10000,31.02000046,310200.0046,0.793650794
Reliance Industries Ltd,India,1/25/2022, RLI,10000,105.6299973,1056299.973,0.396825397
Reliance Infrastructure Ltd,India,1/25/2022, RELFF,10000,3.470000029,34700.00029,0.793650794
Tata Steel Ltd,India,1/25/2022, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,2/9/2022, BDL,10000,29.62000084,296200.0084,0.793650794
Bhartiya International Ltd,India,2/9/2022, BIL,10000,91.41999817,914199.9817,1.19047619
GAIL (India) Ltd,India,2/9/2022, GAIA,10000,7.380000114,73800.00114,0.793650794
Hindalco Industries Ltd,India,2/9/2022, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,2/9/2022, HAL,10000,32.86999893,328699.9893,0.396825397
ITC Ltd,India,2/9/2022, ITC,10000,35.40000153,354000.0153,0.396825397
Larsen & Toubro Ltd,India,2/9/2022, LTOUF,10000,24.44000053,244400.0053,0.793650794
Oil India Ltd,India,2/9/2022, OIL,10000,27.67000008,276700.0008,0.396825397
Power Finance Corp Ltd,India,2/9/2022, PFC,10000,31.87000084,318700.0084,0.793650794
Reliance Industries Ltd,India,2/9/2022, RLI,10000,104.8199997,1048199.997,0.396825397
Reliance Infrastructure Ltd,India,2/9/2022, RELFF,10000,3.470000029,34700.00029,0.793650794
Tata Steel Ltd,India,2/9/2022, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,2/16/2022, BDL,10000,27.82999992,278299.9992,0.793650794
Bhartiya International Ltd,India,2/16/2022, BIL,10000,91.41999817,914199.9817,1.19047619
GAIL (India) Ltd,India,2/16/2022, GAIA,10000,7.139999866,71399.99866,0.793650794
Hindalco Industries Ltd,India,2/16/2022, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,2/16/2022, HAL,10000,34.31999969,343199.9969,0.396825397
ITC Ltd,India,2/16/2022, ITC,10000,2.980000019,29800.00019,0.396825397
Larsen & Toubro Ltd,India,2/16/2022, LTOUF,10000,23.59000015,235900.0015,0.793650794
Oil India Ltd,India,2/16/2022, OIL,10000,28.35000038,283500.0038,0.396825397
Power Finance Corp Ltd,India,2/16/2022, PFC,10000,30.82999992,308299.9992,0.793650794
Reliance Industries Ltd,India,2/16/2022, RLI,10000,100.8399963,1008399.963,0.396825397
Reliance Infrastructure Ltd,India,2/16/2022, RELFF,10000,3.470000029,34700.00029,0.793650794
Tata Steel Ltd,India,2/16/2022, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,3/16/2022, BDL,10000,33.25,332500,0.793650794
Bhartiya International Ltd,India,3/16/2022, BIL,10000,91.41999817,914199.9817,1.19047619
GAIL (India) Ltd,India,3/16/2022, GAIA,10000,5.71999979,57199.9979,0.793650794
Hindalco Industries Ltd,India,3/16/2022, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,3/16/2022, HAL,10000,35.29999924,352999.9924,0.396825397
Larsen & Toubro Ltd,India,3/16/2022, LTOUF,10000,21.5,215000,0.793650794
Oil India Ltd,India,3/16/2022, OIL,10000,30.79999924,307999.9924,0.396825397
Power Finance Corp Ltd,India,3/16/2022, PFC,10000,32.83000183,328300.0183,0.793650794
Reliance Industries Ltd,India,3/16/2022, RLI,10000,109.5299988,1095299.988,0.396825397
Reliance Infrastructure Ltd,India,3/16/2022, RELFF,10000,3.470000029,34700.00029,0.793650794
Tata Steel Ltd,India,3/16/2022, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,4/11/2022, BDL,10000,35.59999847,355999.9847,0.793650794
Bhartiya International Ltd,India,4/11/2022, BIL,10000,91.41999817,914199.9817,1.19047619
GAIL (India) Ltd,India,4/11/2022, GAIA,10000,5.380000114,53800.00114,0.793650794
Hindalco Industries Ltd,India,4/11/2022, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,4/11/2022, HAL,10000,39.59999847,395999.9847,0.396825397
Larsen & Toubro Ltd,India,4/11/2022, LTOUF,10000,25.40999985,254099.9985,0.793650794
Oil India Ltd,India,4/11/2022, OIL,10000,31.45999908,314599.9908,0.396825397
Power Finance Corp Ltd,India,4/11/2022, PFC,10000,29.35000038,293500.0038,0.793650794
Reliance Industries Ltd,India,4/11/2022, RLI,10000,111.4000015,1114000.015,0.396825397
Reliance Infrastructure Ltd,India,4/11/2022, RELFF,10000,5.070000172,50700.00172,0.793650794
Tata Steel Ltd,India,4/11/2022, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,5/11/2022, BDL,10000,36.70000076,367000.0076,0.793650794
Bhartiya International Ltd,India,5/11/2022, BIL,10000,91.44999695,914499.9695,1.19047619
GAIL (India) Ltd,India,5/11/2022, GAIA,10000,4.690000057,46900.00057,0.793650794
Hindalco Industries Ltd,India,5/11/2022, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,5/11/2022, HAL,10000,36.25,362500,0.396825397
Larsen & Toubro Ltd,India,5/11/2022, LTOUF,10000,25.40999985,254099.9985,0.793650794
Oil India Ltd,India,5/11/2022, OIL,10000,33.90999985,339099.9985,0.396825397
Power Finance Corp Ltd,India,5/11/2022, PFC,10000,26.38999939,263899.9939,0.793650794
Reliance Industries Ltd,India,5/11/2022, RLI,10000,117.6100006,1176100.006,0.396825397
Reliance Infrastructure Ltd,India,5/11/2022, RELFF,10000,4.75,47500,0.793650794
Tata Steel Ltd,India,5/11/2022, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,6/14/2022, BDL,10000,32.31000137,323100.0137,0.793650794
Bhartiya International Ltd,India,6/14/2022, BIL,10000,91.41999817,914199.9817,1.19047619
GAIL (India) Ltd,India,6/14/2022, GAIA,10000,4.75,47500,0.793650794
Hindalco Industries Ltd,India,6/14/2022, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,6/14/2022, HAL,10000,38.59999847,385999.9847,0.396825397
Larsen & Toubro Ltd,India,6/14/2022, LTOUF,10000,21,210000,0.793650794
Oil India Ltd,India,6/14/2022, OIL,10000,39.68999863,396899.9863,0.396825397
Power Finance Corp Ltd,India,6/14/2022, PFC,10000,26.23999977,262399.9977,0.793650794
Reliance Industries Ltd,India,6/14/2022, RLI,10000,113.0699997,1130699.997,0.396825397
Reliance Infrastructure Ltd,India,6/14/2022, RELFF,10000,4.75,47500,0.793650794
Tata Steel Ltd,India,6/14/2022, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,7/15/2022, BDL,10000,28,280000,0.793650794
Bhartiya International Ltd,India,7/15/2022, BIL,10000,91.43000031,914300.0031,1.19047619
GAIL (India) Ltd,India,7/15/2022, GAIA,10000,4.349999905,43499.99905,0.793650794
Hindalco Industries Ltd,India,7/15/2022, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,7/15/2022, HAL,10000,28.03000069,280300.0069,0.396825397
Larsen & Toubro Ltd,India,7/15/2022, LTOUF,10000,18.85000038,188500.0038,0.793650794
Oil India Ltd,India,7/15/2022, OIL,10000,31.79000092,317900.0092,0.396825397
Power Finance Corp Ltd,India,7/15/2022, PFC,10000,25.64999962,256499.9962,0.793650794
Reliance Industries Ltd,India,7/15/2022, RLI,10000,113.6399994,1136399.994,0.396825397
Reliance Infrastructure Ltd,India,7/15/2022, RELFF,10000,4.75,47500,0.793650794
Tata Steel Ltd,India,7/15/2022, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,8/8/2022, BDL,10000,29.20000076,292000.0076,0.793650794
Bhartiya International Ltd,India,8/8/2022, BIL,10000,91.43000031,914300.0031,1.19047619
GAIL (India) Ltd,India,8/8/2022, GAIA,10000,3.450000048,34500.00048,0.793650794
Hindalco Industries Ltd,India,8/8/2022, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,8/8/2022, HAL,10000,28.38999939,283899.9939,0.396825397
Larsen & Toubro Ltd,India,8/8/2022, LTOUF,10000,20.59000015,205900.0015,0.793650794
Oil India Ltd,India,8/8/2022, OIL,10000,31.70000076,317000.0076,0.396825397
Power Finance Corp Ltd,India,8/8/2022, PFC,10000,27.62999916,276299.9916,0.793650794
Reliance Industries Ltd,India,8/8/2022, RLI,10000,111.1699982,1111699.982,0.396825397
Reliance Infrastructure Ltd,India,8/8/2022, RELFF,10000,4.75,47500,0.793650794
Tata Steel Ltd,India,8/8/2022, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,9/14/2022, BDL,10000,26.25,262500,0.793650794
Bhartiya International Ltd,India,9/14/2022, BIL,10000,91.48000336,914800.0336,1.19047619
GAIL (India) Ltd,India,9/14/2022, GAIA,10000,3.380000114,33800.00114,0.793650794
Hindalco Industries Ltd,India,9/14/2022, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,9/14/2022, HAL,10000,30.65999985,306599.9985,0.396825397
Larsen & Toubro Ltd,India,9/14/2022, LTOUF,10000,26.15999985,261599.9985,0.793650794
Oil India Ltd,India,9/14/2022, OIL,10000,31.87999916,318799.9916,0.396825397
Power Finance Corp Ltd,India,9/14/2022, PFC,10000,25.93000031,259300.0031,0.793650794
Reliance Industries Ltd,India,9/14/2022, RLI,10000,111.2099991,1112099.991,0.396825397
Reliance Infrastructure Ltd,India,9/14/2022, RELFF,10000,5.320000172,53200.00172,0.793650794
State Bank of India,India,9/14/2022, SBKFF,10000,72.13999939,721399.9939,0.396825397
Tata Steel Ltd,India,9/14/2022, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,10/19/2022, BDL,10000,25.35000038,253500.0038,0.793650794
Bhartiya International Ltd,India,10/19/2022, BIL,10000,91.51999664,915199.9664,1.19047619
GAIL (India) Ltd,India,10/19/2022, GAIA,10000,2.440000057,24400.00057,0.793650794
Hindalco Industries Ltd,India,10/19/2022, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,10/19/2022, HAL,10000,32.06999969,320699.9969,0.396825397
Larsen & Toubro Ltd,India,10/19/2022, LTOUF,10000,22.60000038,226000.0038,0.793650794
Oil India Ltd,India,10/19/2022, OIL,10000,30.70000076,307000.0076,0.396825397
Power Finance Corp Ltd,India,10/19/2022, PFC,10000,28.04999924,280499.9924,0.793650794
Reliance Industries Ltd,India,10/19/2022, RLI,10000,113.6200027,1136200.027,0.396825397
Reliance Infrastructure Ltd,India,10/19/2022, RELFF,10000,5.320000172,53200.00172,0.793650794
State Bank of India,India,10/19/2022, SBKFF,10000,72.13999939,721399.9939,0.396825397
Tata Steel Ltd,India,10/19/2022, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,11/9/2022, BDL,10000,27.87999916,278799.9916,0.793650794
Bhartiya International Ltd,India,11/9/2022, BIL,10000,91.51999664,915199.9664,1.19047619
GAIL (India) Ltd,India,11/9/2022, GAIA,10000,2.900000095,29000.00095,0.793650794
Hindalco Industries Ltd,India,11/9/2022, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,11/9/2022, HAL,10000,38.83000183,388300.0183,0.396825397
Larsen & Toubro Ltd,India,11/9/2022, LTOUF,10000,23.65999985,236599.9985,0.793650794
Oil India Ltd,India,11/9/2022, OIL,10000,31.98999977,319899.9977,0.396825397
Power Finance Corp Ltd,India,11/9/2022, PFC,10000,29.18000031,291800.0031,0.793650794
Reliance Industries Ltd,India,11/9/2022, RLI,10000,131.4400024,1314400.024,0.396825397
Reliance Infrastructure Ltd,India,11/9/2022, RELFF,10000,6.400000095,64000.00095,0.793650794
State Bank of India,India,11/9/2022, SBKFF,10000,72.13999939,721399.9939,0.396825397
Tata Steel Ltd,India,11/9/2022, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,12/16/2022, BDL,10000,27.95000076,279500.0076,0.793650794
Bhartiya International Ltd,India,12/16/2022, BIL,10000,91.59999847,915999.9847,1.19047619
GAIL (India) Ltd,India,12/16/2022, GAIA,10000,2.799999952,27999.99952,0.793650794
Hindalco Industries Ltd,India,12/16/2022, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,12/16/2022, HAL,10000,36.11000061,361100.0061,0.396825397
Larsen & Toubro Ltd,India,12/16/2022, LTOUF,10000,25.68000031,256800.0031,0.793650794
Oil India Ltd,India,12/16/2022, OIL,10000,28.5,285000,0.396825397
Power Finance Corp Ltd,India,12/16/2022, PFC,10000,26.47999954,264799.9954,0.793650794
Reliance Industries Ltd,India,12/16/2022, RLI,10000,127.7399979,1277399.979,0.396825397
Reliance Infrastructure Ltd,India,12/16/2022, RELFF,10000,6.400000095,64000.00095,0.793650794
State Bank of India,India,12/16/2022, SBKFF,10000,72.13999939,721399.9939,0.396825397
Tata Steel Ltd,India,12/16/2022, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,1/27/2023, BDL,10000,27,270000,0.793650794
Bhartiya International Ltd,India,1/27/2023, BIL,10000,91.72000122,917200.0122,1.19047619
GAIL (India) Ltd,India,1/27/2023, GAIA,10000,3.799999952,37999.99952,0.793650794
Hindalco Industries Ltd,India,1/27/2023, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,1/27/2023, HAL,10000,41.15999985,411599.9985,0.396825397
Larsen & Toubro Ltd,India,1/27/2023, LTOUF,10000,26.71999931,267199.9931,0.396825397
Oil India Ltd,India,1/27/2023, OIL,10000,31.17000008,311700.0008,0.396825397
Power Finance Corp Ltd,India,1/27/2023, PFC,10000,24.80999947,248099.9947,0.793650794
Reliance Industries Ltd,India,1/27/2023, RLI,10000,132.1100006,1321100.006,0.396825397
Reliance Infrastructure Ltd,India,1/27/2023, RELFF,10000,6.400000095,64000.00095,0.793650794
State Bank of India,India,1/27/2023, SBKFF,10000,72.13999939,721399.9939,0.396825397
Tata Steel Ltd,India,1/27/2023, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,2/8/2023, BDL,10000,27.85000038,278500.0038,0.793650794
Bhartiya International Ltd,India,2/8/2023, BIL,10000,91.48999786,914899.9786,1.19047619
GAIL (India) Ltd,India,2/8/2023, GAIA,10000,3.200000048,32000.00048,0.793650794
Hindalco Industries Ltd,India,2/8/2023, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,2/8/2023, HAL,10000,39.59999847,395999.9847,0.396825397
Larsen & Toubro Ltd,India,2/8/2023, LTOUF,10000,26.71999931,267199.9931,0.396825397
Oil India Ltd,India,2/8/2023, OIL,10000,29.86000061,298600.0061,0.396825397
Power Finance Corp Ltd,India,2/8/2023, PFC,10000,25.46999931,254699.9931,0.793650794
Reliance Industries Ltd,India,2/8/2023, RLI,10000,135.2899933,1352899.933,0.396825397
Reliance Infrastructure Ltd,India,2/8/2023, RELFF,10000,6.400000095,64000.00095,0.793650794
State Bank of India,India,2/8/2023, SBKFF,10000,72.13999939,721399.9939,0.396825397
Tata Steel Ltd,India,2/8/2023, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,2/24/2023, BDL,10000,28.39999962,283999.9962,0.793650794
Bhartiya International Ltd,India,2/24/2023, BIL,10000,91.69000244,916900.0244,1.19047619
GAIL (India) Ltd,India,2/24/2023, GAIA,10000,3.200000048,32000.00048,0.793650794
Hindalco Industries Ltd,India,2/24/2023, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,2/24/2023, HAL,10000,37.08000183,370800.0183,0.396825397
Larsen & Toubro Ltd,India,2/24/2023, LTOUF,10000,26.92000008,269200.0008,0.396825397
Oil India Ltd,India,2/24/2023, OIL,10000,29.18000031,291800.0031,0.396825397
Power Finance Corp Ltd,India,2/24/2023, PFC,10000,25.23999977,252399.9977,0.793650794
Reliance Industries Ltd,India,2/24/2023, RLI,10000,132.3099976,1323099.976,0.396825397
Reliance Infrastructure Ltd,India,2/24/2023, RELFF,10000,6.400000095,64000.00095,0.793650794
State Bank of India,India,2/24/2023, SBKFF,10000,72.13999939,721399.9939,0.396825397
Tata Steel Ltd,India,2/24/2023, TATLY,10000,9.25,92500,0.396825397
Bharat Dynamics Ltd,India,3/9/2023, BDL,10000,28.39999962,283999.9962,0.793650794
Bhartiya International Ltd,India,3/9/2023, BIL,10000,91.56999969,915699.9969,1.19047619
GAIL (India) Ltd,India,3/9/2023, GAIA,10000,3.319999933,33199.99933,0.793650794
Hindalco Industries Ltd,India,3/9/2023, HNDNF,10000,2.950000048,29500.00048,0.793650794
Hindustan Aeronautics Ltd,India,3/9/2023, HAL,10000,37.65999985,376599.9985,0.396825397
Larsen & Toubro Ltd,India,3/9/2023, LTOUF,10000,26.92000008,269200.0008,0.396825397
Oil India Ltd,India,3/9/2023, OIL,10000,29.63999939,296399.9939,0.396825397
Power Finance Corp Ltd,India,3/9/2023, PFC,10000,23.70999908,237099.9908,0.793650794
Reliance Industries Ltd,India,3/9/2023, RLI,10000,134.8899994,1348899.994,0.396825397
Reliance Infrastructure Ltd,India,3/9/2023, RELFF,10000,6.400000095,64000.00095,0.793650794
State Bank of India,India,3/9/2023, SBKFF,10000,67.94000244,679400.0244,0.396825397
Tata Steel Ltd,India,3/9/2023, TATLY,10000,9.25,92500,0.396825397
Golden Agri-Resources Ltd,Mauritius,4/14/2020, GARPF,10000,0.090000004,900.00004,1.19047619
MakeMyTrip Ltd,Mauritius,4/14/2020,MMYT,10000,13.71000004,137100.0004,0.396825397
Golden Agri-Resources Ltd,Mauritius,5/19/2020, GARPF,10000,0.090000004,900.00004,1.19047619
MakeMyTrip Ltd,Mauritius,5/19/2020,MMYT,10000,14.69999981,146999.9981,0.396825397
Golden Agri-Resources Ltd,Mauritius,6/10/2020, GARPF,10000,0.090000004,900.00004,1.19047619
MakeMyTrip Ltd,Mauritius,6/10/2020,MMYT,10000,18.04000092,180400.0092,0.396825397
Golden Agri-Resources Ltd,Mauritius,7/16/2020, GARPF,10000,0.079999998,799.99998,1.19047619
MakeMyTrip Ltd,Mauritius,7/16/2020,MMYT,10000,16.98999977,169899.9977,0.396825397
Golden Agri-Resources Ltd,Mauritius,8/11/2020, GARPF,10000,0.079999998,799.99998,1.19047619
MakeMyTrip Ltd,Mauritius,8/11/2020,MMYT,10000,15.34000015,153400.0015,0.396825397
Golden Agri-Resources Ltd,Mauritius,9/28/2020, GARPF,10000,0.079999998,799.99998,1.19047619
MakeMyTrip Ltd,Mauritius,9/28/2020,MMYT,10000,16.04999924,160499.9924,0.396825397
Golden Agri-Resources Ltd,Mauritius,11/11/2020, GARPF,10000,0.079999998,799.99998,1.19047619
MakeMyTrip Ltd,Mauritius,11/11/2020,MMYT,10000,23.90999985,239099.9985,0.396825397
Golden Agri-Resources Ltd,Mauritius,1/21/2021, GARPF,10000,0.159999996,1599.99996,1.19047619
MakeMyTrip Ltd,Mauritius,1/21/2021,MMYT,10000,32.29000092,322900.0092,0.396825397
Golden Agri-Resources Ltd,Mauritius,3/3/2021, GARPF,10000,0.129999995,1299.99995,1.19047619
MakeMyTrip Ltd,Mauritius,3/3/2021,MMYT,10000,37.45999908,374599.9908,0.396825397
Golden Agri-Resources Ltd,Mauritius,4/1/2021, GARPF,10000,0.170000002,1700.00002,1.19047619
MakeMyTrip Ltd,Mauritius,4/1/2021,MMYT,10000,33.04999924,330499.9924,0.396825397
Golden Agri-Resources Ltd,Mauritius,5/3/2021, GARPF,10000,0.200000003,2000.00003,1.19047619
MakeMyTrip Ltd,Mauritius,5/3/2021,MMYT,10000,27.59000015,275900.0015,0.396825397
Golden Agri-Resources Ltd,Mauritius,7/15/2021, GARPF,10000,0.150000006,1500.00006,1.19047619
MakeMyTrip Ltd,Mauritius,7/15/2021,MMYT,10000,30.15999985,301599.9985,0.396825397
Golden Agri-Resources Ltd,Mauritius,8/9/2021, GARPF,10000,0.180000007,1800.00007,1.19047619
MakeMyTrip Ltd,Mauritius,8/9/2021,MMYT,10000,28.81999969,288199.9969,0.396825397
Golden Agri-Resources Ltd,Mauritius,9/2/2021, GARPF,10000,0.180000007,1800.00007,1.19047619
MakeMyTrip Ltd,Mauritius,9/2/2021,MMYT,10000,27.06999969,270699.9969,0.396825397
Golden Agri-Resources Ltd,Mauritius,9/9/2021, GARPF,10000,0.180000007,1800.00007,1.19047619
MakeMyTrip Ltd,Mauritius,9/9/2021,MMYT,10000,26.77000046,267700.0046,0.396825397
Golden Agri-Resources Ltd,Mauritius,10/19/2021, GARPF,10000,0.209999993,2099.99993,1.19047619
MakeMyTrip Ltd,Mauritius,10/19/2021,MMYT,10000,31.12999916,311299.9916,0.396825397
Golden Agri-Resources Ltd,Mauritius,10/29/2021, GARPF,10000,0.189999998,1899.99998,1.19047619
MakeMyTrip Ltd,Mauritius,10/29/2021,MMYT,10000,34.56000137,345600.0137,0.396825397
Golden Agri-Resources Ltd,Mauritius,12/14/2021, GARPF,10000,0.180000007,1800.00007,1.19047619
MakeMyTrip Ltd,Mauritius,12/14/2021,MMYT,10000,27.86000061,278600.0061,0.396825397
Golden Agri-Resources Ltd,Mauritius,1/25/2022, GARPF,10000,0.180000007,1800.00007,1.19047619
MakeMyTrip Ltd,Mauritius,1/25/2022,MMYT,10000,25.30999947,253099.9947,0.396825397
Golden Agri-Resources Ltd,Mauritius,2/9/2022, GARPF,10000,0.219999999,2199.99999,1.19047619
MakeMyTrip Ltd,Mauritius,2/9/2022,MMYT,10000,28.73999977,287399.9977,0.396825397
Golden Agri-Resources Ltd,Mauritius,2/16/2022, GARPF,10000,0.219999999,2199.99999,1.19047619
MakeMyTrip Ltd,Mauritius,2/16/2022,MMYT,10000,28.20999908,282099.9908,0.396825397
Golden Agri-Resources Ltd,Mauritius,3/16/2022, GARPF,10000,0.219999999,2199.99999,1.19047619
MakeMyTrip Ltd,Mauritius,3/16/2022,MMYT,10000,25.29999924,252999.9924,0.396825397
